"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AGRSUPP","PSE","PC_GFARM","A","2018",2.457970548,
"CAN","AGRSUPP","TSE","PC_GDP","A","1986",1.922670666,
"CAN","AGRSUPP","TSE","PC_GDP","A","1987",1.806929354,
"CAN","AGRSUPP","TSE","PC_GDP","A","1988",1.362611279,
"CAN","AGRSUPP","TSE","PC_GDP","A","1989",1.166343972,
"CAN","AGRSUPP","TSE","PC_GDP","A","1990",1.411189799,
"CAN","AGRSUPP","TSE","PC_GDP","A","1991",1.478272235,
"CAN","AGRSUPP","TSE","PC_GDP","A","1992",1.183822778,
"CAN","AGRSUPP","TSE","PC_GDP","A","1993",0.971800088,
"CAN","AGRSUPP","TSE","PC_GDP","A","1994",0.874233177,
"CAN","AGRSUPP","TSE","PC_GDP","A","1995",0.880908792,
"CAN","AGRSUPP","TSE","PC_GDP","A","1996",0.779223197,
"CAN","AGRSUPP","TSE","PC_GDP","A","1997",0.6437973,
"CAN","AGRSUPP","TSE","PC_GDP","A","1998",0.694451862,
"CAN","AGRSUPP","TSE","PC_GDP","A","1999",0.705510476,
"CAN","AGRSUPP","TSE","PC_GDP","A","2000",0.747690287,
"CAN","AGRSUPP","TSE","PC_GDP","A","2001",0.665484334,
"CAN","AGRSUPP","TSE","PC_GDP","A","2002",0.798900545,
"CAN","AGRSUPP","TSE","PC_GDP","A","2003",0.857957296,
"CAN","AGRSUPP","TSE","PC_GDP","A","2004",0.70035434,
"CAN","AGRSUPP","TSE","PC_GDP","A","2005",0.732203599,
"CAN","AGRSUPP","TSE","PC_GDP","A","2006",0.652919643,
"CAN","AGRSUPP","TSE","PC_GDP","A","2007",0.607699934,
"CAN","AGRSUPP","TSE","PC_GDP","A","2008",0.501317131,
"CAN","AGRSUPP","TSE","PC_GDP","A","2009",0.634159945,
"CAN","AGRSUPP","TSE","PC_GDP","A","2010",0.585087635,
"CAN","AGRSUPP","TSE","PC_GDP","A","2011",0.555865298,
"CAN","AGRSUPP","TSE","PC_GDP","A","2012",0.534484742,
"CAN","AGRSUPP","TSE","PC_GDP","A","2013",0.421093208,
"CAN","AGRSUPP","TSE","PC_GDP","A","2014",0.367676755,
"CAN","AGRSUPP","TSE","PC_GDP","A","2015",0.367440961,
"CAN","AGRSUPP","TSE","PC_GDP","A","2016",0.419084288,
"CAN","AGRSUPP","TSE","PC_GDP","A","2017",0.351823759,
"CAN","AGRSUPP","TSE","PC_GDP","A","2018",0.333363962,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1986",37.69844862,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1987",39.88278928,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1988",30.69189326,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1989",26.95185375,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1990",31.6390051,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1991",35.21667808,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1992",28.83413162,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1993",23.35422275,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1994",19.68928168,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1995",18.8105171,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1996",15.79049746,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1997",13.77912016,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1998",16.25113314,
"CAN","AGRSUPP","PSE","PC_GFARM","A","1999",17.12843001,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2000",19.45033842,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2001",15.64732385,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2002",20.30230526,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2003",24.21169213,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2004",20.22171663,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2005",21.17070245,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2006",20.88167529,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2007",17.1117561,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2008",13.56089358,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2009",17.17060142,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2010",16.58421339,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2011",14.87631607,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2012",13.78887767,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2013",10.25979993,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2014",8.627634008,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2015",8.49857014,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2016",10.29587843,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2017",8.650686073,
"CAN","AGRSUPP","PSE","PC_GFARM","A","2018",8.825020119,
"ISL","AGRSUPP","TSE","PC_GDP","A","1986",4.995007595,
"ISL","AGRSUPP","TSE","PC_GDP","A","1987",4.945198652,
"ISL","AGRSUPP","TSE","PC_GDP","A","1988",5.087301629,
"ISL","AGRSUPP","TSE","PC_GDP","A","1989",4.85026125,
"ISL","AGRSUPP","TSE","PC_GDP","A","1990",4.391876019,
"ISL","AGRSUPP","TSE","PC_GDP","A","1991",4.407545673,
"ISL","AGRSUPP","TSE","PC_GDP","A","1992",4.146526951,
"ISL","AGRSUPP","TSE","PC_GDP","A","1993",2.914753122,
"ISL","AGRSUPP","TSE","PC_GDP","A","1994",2.278297962,
"ISL","AGRSUPP","TSE","PC_GDP","A","1995",2.092555371,
"ISL","AGRSUPP","TSE","PC_GDP","A","1996",2.013837493,
"ISL","AGRSUPP","TSE","PC_GDP","A","1997",1.972724309,
"ISL","AGRSUPP","TSE","PC_GDP","A","1998",2.29573003,
"ISL","AGRSUPP","TSE","PC_GDP","A","1999",2.173866538,
"ISL","AGRSUPP","TSE","PC_GDP","A","2000",1.792794881,
"ISL","AGRSUPP","TSE","PC_GDP","A","2001",1.620577379,
"ISL","AGRSUPP","TSE","PC_GDP","A","2002",1.778634264,
"ISL","AGRSUPP","TSE","PC_GDP","A","2003",1.593762887,
"ISL","AGRSUPP","TSE","PC_GDP","A","2004",1.5230785,
"ISL","AGRSUPP","TSE","PC_GDP","A","2005",1.619421764,
"ISL","AGRSUPP","TSE","PC_GDP","A","2006",1.448570997,
"ISL","AGRSUPP","TSE","PC_GDP","A","2007",1.091813267,
"ISL","AGRSUPP","TSE","PC_GDP","A","2008",1.125442153,
"ISL","AGRSUPP","TSE","PC_GDP","A","2009",1.070807784,
"ISL","AGRSUPP","TSE","PC_GDP","A","2010",0.994225753,
"ISL","AGRSUPP","TSE","PC_GDP","A","2011",0.988651909,
"ISL","AGRSUPP","TSE","PC_GDP","A","2012",1.064313397,
"ISL","AGRSUPP","TSE","PC_GDP","A","2013",0.963633984,
"ISL","AGRSUPP","TSE","PC_GDP","A","2014",1.157987718,
"ISL","AGRSUPP","TSE","PC_GDP","A","2015",1.203507971,
"ISL","AGRSUPP","TSE","PC_GDP","A","2016",1.188946954,
"ISL","AGRSUPP","TSE","PC_GDP","A","2017",1.112436355,
"ISL","AGRSUPP","TSE","PC_GDP","A","2018",1.027863282,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1986",75.97116858,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1987",80.62973027,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1988",75.06220193,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1989",71.56016828,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1990",72.55999416,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1991",77.4308583,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1992",71.71978708,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1993",67.54701471,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1994",61.36367532,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1995",56.3915597,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1996",60.72055589,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1997",61.06572364,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1998",69.01063627,
"ISL","AGRSUPP","PSE","PC_GFARM","A","1999",68.434777,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2000",66.05053004,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2001",60.94751664,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2002",65.07223266,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2003",64.00585032,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2004",66.64691267,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2005",67.14438434,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2006",64.14977854,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2007",53.26485738,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2008",50.74603554,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2009",48.42655883,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2010",44.33749235,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2011",43.93775026,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2012",45.08548718,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2013",41.45672555,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2014",50.52249727,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2015",57.13803912,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2016",59.78209778,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2017",59.23090965,
"ISL","AGRSUPP","PSE","PC_GFARM","A","2018",58.58092419,
"JPN","AGRSUPP","TSE","PC_GDP","A","1986",2.527332127,
"JPN","AGRSUPP","TSE","PC_GDP","A","1987",2.286116266,
"JPN","AGRSUPP","TSE","PC_GDP","A","1988",2.065441205,
"JPN","AGRSUPP","TSE","PC_GDP","A","1989",1.85890292,
"JPN","AGRSUPP","TSE","PC_GDP","A","1990",1.665013467,
"JPN","AGRSUPP","TSE","PC_GDP","A","1991",1.565546236,
"JPN","AGRSUPP","TSE","PC_GDP","A","1992",1.688217838,
"JPN","AGRSUPP","TSE","PC_GDP","A","1993",1.634492035,
"JPN","AGRSUPP","TSE","PC_GDP","A","1994",1.825033326,
"JPN","AGRSUPP","TSE","PC_GDP","A","1995",1.763019436,
"JPN","AGRSUPP","TSE","PC_GDP","A","1996",1.545937739,
"JPN","AGRSUPP","TSE","PC_GDP","A","1997",1.362095446,
"JPN","AGRSUPP","TSE","PC_GDP","A","1998",1.49650569,
"JPN","AGRSUPP","TSE","PC_GDP","A","1999",1.391767752,
"JPN","AGRSUPP","TSE","PC_GDP","A","2000",1.354276624,
"JPN","AGRSUPP","TSE","PC_GDP","A","2001",1.275516006,
"JPN","AGRSUPP","TSE","PC_GDP","A","2002",1.304837544,
"JPN","AGRSUPP","TSE","PC_GDP","A","2003",1.3079643,
"JPN","AGRSUPP","TSE","PC_GDP","A","2004",1.16766818,
"JPN","AGRSUPP","TSE","PC_GDP","A","2005",1.099086151,
"JPN","AGRSUPP","TSE","PC_GDP","A","2006",1.025286436,
"JPN","AGRSUPP","TSE","PC_GDP","A","2007",0.987519239,
"JPN","AGRSUPP","TSE","PC_GDP","A","2008",1.031944442,
"JPN","AGRSUPP","TSE","PC_GDP","A","2009",1.0426023,
"JPN","AGRSUPP","TSE","PC_GDP","A","2010",1.07038729,
"JPN","AGRSUPP","TSE","PC_GDP","A","2011",1.111771406,
"JPN","AGRSUPP","TSE","PC_GDP","A","2012",1.191637779,
"JPN","AGRSUPP","TSE","PC_GDP","A","2013",1.109764125,
"JPN","AGRSUPP","TSE","PC_GDP","A","2014",0.998068576,
"JPN","AGRSUPP","TSE","PC_GDP","A","2015",0.930912853,
"JPN","AGRSUPP","TSE","PC_GDP","A","2016",1.046119552,
"JPN","AGRSUPP","TSE","PC_GDP","A","2017",1.063527828,
"JPN","AGRSUPP","TSE","PC_GDP","A","2018",1.023117518,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1986",64.57019772,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1987",63.94445908,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1988",61.63019137,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1989",56.28799092,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1990",51.40536545,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1991",50.90128079,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1992",56.64014433,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1993",56.27095705,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1994",60.97131044,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1995",60.86975462,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1996",56.3558893,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1997",52.38901029,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1998",55.61904985,
"JPN","AGRSUPP","PSE","PC_GFARM","A","1999",58.39140834,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2000",58.1837062,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2001",54.94862931,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2002",55.54092452,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2003",55.90421623,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2004",53.06656231,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2005",52.17022195,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2006",49.87423556,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2007",45.80501629,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2008",46.58335016,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2009",46.55665661,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2010",51.61602632,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2011",48.1505304,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2012",52.83412257,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2013",49.55774452,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2014",46.05134972,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2015",41.30995814,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2016",45.87206527,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2017",46.89263144,
"JPN","AGRSUPP","PSE","PC_GFARM","A","2018",46.73525561,
"KOR","AGRSUPP","TSE","PC_GDP","A","1986",8.853112537,
"KOR","AGRSUPP","TSE","PC_GDP","A","1987",8.166701693,
"KOR","AGRSUPP","TSE","PC_GDP","A","1988",8.88857796,
"KOR","AGRSUPP","TSE","PC_GDP","A","1989",8.669499664,
"KOR","AGRSUPP","TSE","PC_GDP","A","1990",7.79801535,
"KOR","AGRSUPP","TSE","PC_GDP","A","1991",6.945357378,
"KOR","AGRSUPP","TSE","PC_GDP","A","1992",6.306978552,
"KOR","AGRSUPP","TSE","PC_GDP","A","1993",5.6817954,
"KOR","AGRSUPP","TSE","PC_GDP","A","1994",5.448397354,
"KOR","AGRSUPP","TSE","PC_GDP","A","1995",5.178119423,
"KOR","AGRSUPP","TSE","PC_GDP","A","1996",4.482647159,
"KOR","AGRSUPP","TSE","PC_GDP","A","1997",4.40205654,
"KOR","AGRSUPP","TSE","PC_GDP","A","1998",4.09937084,
"KOR","AGRSUPP","TSE","PC_GDP","A","1999",4.224241587,
"KOR","AGRSUPP","TSE","PC_GDP","A","2000",3.952245399,
"KOR","AGRSUPP","TSE","PC_GDP","A","2001",3.308350123,
"KOR","AGRSUPP","TSE","PC_GDP","A","2002",3.104168254,
"KOR","AGRSUPP","TSE","PC_GDP","A","2003",2.841701684,
"KOR","AGRSUPP","TSE","PC_GDP","A","2004",2.995362701,
"KOR","AGRSUPP","TSE","PC_GDP","A","2005",2.805882916,
"KOR","AGRSUPP","TSE","PC_GDP","A","2006",2.6375681,
"KOR","AGRSUPP","TSE","PC_GDP","A","2007",2.338657856,
"KOR","AGRSUPP","TSE","PC_GDP","A","2008",2.210043818,
"KOR","AGRSUPP","TSE","PC_GDP","A","2009",2.441547606,
"KOR","AGRSUPP","TSE","PC_GDP","A","2010",2.061744021,
"KOR","AGRSUPP","TSE","PC_GDP","A","2011",2.167768845,
"KOR","AGRSUPP","TSE","PC_GDP","A","2012",2.179121735,
"KOR","AGRSUPP","TSE","PC_GDP","A","2013",2.117622047,
"KOR","AGRSUPP","TSE","PC_GDP","A","2014",1.89415338,
"KOR","AGRSUPP","TSE","PC_GDP","A","2015",1.895000514,
"KOR","AGRSUPP","TSE","PC_GDP","A","2016",1.738060513,
"KOR","AGRSUPP","TSE","PC_GDP","A","2017",1.760108287,
"KOR","AGRSUPP","TSE","PC_GDP","A","2018",1.789893344,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1986",65.31372261,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1987",68.80157498,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1988",75.752007,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1989",75.39137576,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1990",74.27177289,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1991",74.04730885,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1992",72.37447937,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1993",72.61590505,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1994",72.94487663,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1995",72.75871422,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1996",64.81472805,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1997",63.60376984,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1998",56.83856236,
"KOR","AGRSUPP","PSE","PC_GFARM","A","1999",65.45633811,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2000",66.65968657,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2001",57.69575381,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2002",59.72764604,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2003",56.66464864,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2004",61.22803372,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2005",59.59020286,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2006",58.80360551,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2007",57.06331622,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2008",47.33761355,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2009",52.31311825,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2010",46.60361537,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2011",53.89768617,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2012",52.40885769,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2013",52.19518684,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2014",49.24229501,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2015",51.67456196,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2016",48.82698378,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2017",51.93295548,
"KOR","AGRSUPP","PSE","PC_GFARM","A","2018",55.14248966,
"MEX","AGRSUPP","TSE","PC_GDP","A","1991",2.513256241,
"MEX","AGRSUPP","TSE","PC_GDP","A","1992",2.493426773,
"MEX","AGRSUPP","TSE","PC_GDP","A","1993",2.325934207,
"MEX","AGRSUPP","TSE","PC_GDP","A","1994",1.854438966,
"MEX","AGRSUPP","TSE","PC_GDP","A","1995",0.000197342,
"MEX","AGRSUPP","TSE","PC_GDP","A","1996",0.590832812,
"MEX","AGRSUPP","TSE","PC_GDP","A","1997",1.096170707,
"MEX","AGRSUPP","TSE","PC_GDP","A","1998",1.216148747,
"MEX","AGRSUPP","TSE","PC_GDP","A","1999",1.096184992,
"MEX","AGRSUPP","TSE","PC_GDP","A","2000",1.253153161,
"MEX","AGRSUPP","TSE","PC_GDP","A","2001",1.006177816,
"MEX","AGRSUPP","TSE","PC_GDP","A","2002",1.334076063,
"MEX","AGRSUPP","TSE","PC_GDP","A","2003",1.071682343,
"MEX","AGRSUPP","TSE","PC_GDP","A","2004",0.710618368,
"MEX","AGRSUPP","TSE","PC_GDP","A","2005",0.71403631,
"MEX","AGRSUPP","TSE","PC_GDP","A","2006",0.675770198,
"MEX","AGRSUPP","TSE","PC_GDP","A","2007",0.742901115,
"MEX","AGRSUPP","TSE","PC_GDP","A","2008",0.717681643,
"MEX","AGRSUPP","TSE","PC_GDP","A","2009",0.758149504,
"MEX","AGRSUPP","TSE","PC_GDP","A","2010",0.705425325,
"MEX","AGRSUPP","TSE","PC_GDP","A","2011",0.672779681,
"MEX","AGRSUPP","TSE","PC_GDP","A","2012",0.687919553,
"MEX","AGRSUPP","TSE","PC_GDP","A","2013",0.638964053,
"MEX","AGRSUPP","TSE","PC_GDP","A","2014",0.649885753,
"MEX","AGRSUPP","TSE","PC_GDP","A","2015",0.643279795,
"MEX","AGRSUPP","TSE","PC_GDP","A","2016",0.49690277,
"MEX","AGRSUPP","TSE","PC_GDP","A","2017",0.471039084,
"MEX","AGRSUPP","TSE","PC_GDP","A","2018",0.476947271,
"MEX","AGRSUPP","PSE","PC_GFARM","A","1991",26.01387548,
"MEX","AGRSUPP","PSE","PC_GFARM","A","1992",29.05212379,
"MEX","AGRSUPP","PSE","PC_GFARM","A","1993",30.27365227,
"MEX","AGRSUPP","PSE","PC_GFARM","A","1994",23.0188777,
"MEX","AGRSUPP","PSE","PC_GFARM","A","1995",-4.508871548,
"MEX","AGRSUPP","PSE","PC_GFARM","A","1996",5.766564272,
"MEX","AGRSUPP","PSE","PC_GFARM","A","1997",14.88277811,
"MEX","AGRSUPP","PSE","PC_GFARM","A","1998",17.97670218,
"MEX","AGRSUPP","PSE","PC_GFARM","A","1999",18.00553868,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2000",24.01805217,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2001",18.97958086,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2002",27.57048901,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2003",19.80885299,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2004",12.5162423,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2005",13.6510952,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2006",13.18933989,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2007",13.3864378,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2008",12.50401292,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2009",13.21262494,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2010",12.75836724,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2011",12.38613329,
"MEX","AGRSUPP","PSE","PC_GFARM","A","2012",11.81624392,
