Category,SourceVersion,Source,CountryCode,CountryName,Year,NumberProducts,NumberCountries,NumberCommodities,ProductCode,ProductName,ProductionQuantity,PhysicalUnit,ReferencePriceAtFGL,ProducerPriceAtFGL,ValueProduction_PP,ValueProduction_REF,MonetaryUnit,NRP,NRP_SimpleAverage,DistortionValue,NOTES
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHE,Switzerland,2005,1,1,1,Other,Other,130022460.9,INDEX,0.2851,1,130022460.9,37070094.79,USD,250.7476,250.7475814,92952366.09,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHL,Chile,2005,4,1,4,AnPr,Animal products,2267580001,INDEX,0.9955,1,2267580001,2257284014,USD,0.4561,0.686574126,10295987.28,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHL,Chile,2005,3,1,3,F&V,Fruits and vegetables,920862684.9,INDEX,1,1,920862684.9,920862684.9,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHL,Chile,2005,2,1,2,GRN,Grains,539333528.6,INDEX,1,1,539333528.6,539333528.6,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHL,Chile,2005,1,1,1,Other,Other,197632001.2,INDEX,0.6438,1,197632001.2,127234773.8,USD,55.3286,55.32860654,70397227.39,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHN,China,2005,6,1,6,AnPr,Animal products,1.55739E+11,INDEX,0.973,1,1.55739E+11,1.51542E+11,USD,2.7697,4.842405358,4197209403,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHN,China,2005,3,1,3,F&V,Fruits and vegetables,1.1898E+11,INDEX,0.9856,1,1.1898E+11,1.17267E+11,USD,1.4611,5.268817204,1713348351,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHN,China,2005,3,1,3,GRN,Grains,68093769250,INDEX,0.9643,1,68093769250,65664963351,USD,3.6988,6.614158235,2428805900,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHN,China,2005,3,1,3,OS&Pr,Oilseeds and products,14224253329,INDEX,0.9724,1,14224253329,13832255950,USD,2.8339,3.001730149,391997379,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CHN,China,2005,2,1,2,Other,Other,11861506565,INDEX,0.5602,1,11861506565,6644507536,USD,78.516,70.11805263,5216999029,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,COL,Colombia,2005,5,1,5,AnPr,Animal products,5380365118,INDEX,0.7886,1,5380365118,4242762708,USD,26.8128,27.85532562,1137602410,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,COL,Colombia,2005,2,1,2,F&V,Fruits and vegetables,1147552421,INDEX,1,1,1147552421,1147552421,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,COL,Colombia,2005,2,1,2,GRN,Grains,909484285.5,INDEX,0.5018,1,909484285.5,456397655.9,USD,99.2745,94.98962083,453086629.6,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,COL,Colombia,2005,1,1,1,OS&Pr,Oilseeds and products,315557896.5,INDEX,0.7856,1,315557896.5,247894628.2,USD,27.2952,27.29517327,67663268.3,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,COL,Colombia,2005,3,1,3,Other,Other,3539350098,INDEX,0.8563,1,3539350098,3030913381,USD,16.775,26.15600957,508436717.7,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CRI,Costa Rica,2005,4,1,4,AnPr,Animal products,642588704,INDEX,0.8965,1,642588704,576064171,USD,11.5481,19.96561483,66524532.97,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CRI,Costa Rica,2005,2,1,2,F&V,Fruits and vegetables,1037057734,INDEX,1,1,1037057734,1037057734,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CRI,Costa Rica,2005,1,1,1,GRN,Grains,58627636.62,INDEX,0.3856,1,58627636.62,22606241.36,USD,159.3427,159.3426996,36021395.26,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CRI,Costa Rica,2005,1,1,1,OS&Pr,Oilseeds and products,34291697.06,INDEX,1,1,34291697.06,34291697.06,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,CRI,Costa Rica,2005,2,1,2,Other,Other,294857638.2,INDEX,0.9426,1,294857638.2,277918638.3,USD,6.0949,11.72643658,16938999.93,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ETH,Ethiopia,2005,1,1,1,AnPr,Animal products,443732472,INDEX,2.3202,1,443732472,1029565692,USD,-56.901,-56.90100443,-585833220.1,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ETH,Ethiopia,2005,2,1,2,F&V,Fruits and vegetables,56125080.82,INDEX,1.0375,1,56125080.82,58230365.71,USD,-3.6154,-1.180800057,-2105284.893,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ETH,Ethiopia,2005,5,1,5,GRN,Grains,2425209168,INDEX,3.8125,1,2425209168,9246190135,USD,-73.7707,-53.72707781,-6820980967,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ETH,Ethiopia,2005,1,1,1,OS&Pr,Oilseeds and products,54455673.75,INDEX,0.9348,1,54455673.75,50904269.05,USD,6.9766,6.976634316,3551404.703,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ETH,Ethiopia,2005,1,1,1,Other,Other,89158017.98,INDEX,1.3887,1,89158017.98,123811358.6,USD,-27.9888,-27.98882184,-34653340.57,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,EUR,European Union,2005,6,1,6,AnPr,Animal products,1.39701E+11,INDEX,0.751,1,1.39701E+11,1.04916E+11,USD,33.1553,35.22764394,34785266931,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,EUR,European Union,2005,2,1,2,F&V,Fruits and vegetables,22454598203,INDEX,0.9654,1,22454598203,21676879840,USD,3.5878,4.791473364,777718362.9,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,EUR,European Union,2005,5,1,6,GRN,Grains,30437206802,INDEX,0.9598,1,30437206802,29215024670,USD,4.1834,7.891594548,1222182132,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,EUR,European Union,2005,3,1,3,OS&Pr,Oilseeds and products,5406491292,INDEX,1,1,5406491292,5406491292,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,EUR,European Union,2005,3,1,3,Other,Other,48555350596,INDEX,0.8756,1,48555350596,42516858316,USD,14.2026,60.06564053,6038492280,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,GHA,Ghana,2005,1,1,1,F&V,Fruits and vegetables,560298693.8,INDEX,1.2544,1,560298693.8,702833601.4,USD,-20.28,-20.28003603,-142534907.6,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,GHA,Ghana,2005,2,1,2,GRN,Grains,386129510.4,INDEX,2.1746,1,386129510.4,839666712.6,USD,-54.014,-35.53727796,-453537202.3,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,GHA,Ghana,2005,1,1,1,OS&Pr,Oilseeds and products,49290659.94,INDEX,1.1035,1,49290659.94,54394621.96,USD,-9.3832,-9.383210759,-5103962.02,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IDN,Indonesia,2005,5,1,5,AnPr,Animal products,4902677475,INDEX,0.8004,1,4902677475,3924004488,USD,24.9407,22.62294026,978672987.1,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IDN,Indonesia,2005,2,1,2,F&V,Fruits and vegetables,2332761501,INDEX,1,1,2332761501,2332761501,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IDN,Indonesia,2005,2,1,2,GRN,Grains,11090246254,INDEX,1.0242,1,11090246254,11358152552,USD,-2.3587,4.931760918,-267906298.2,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IDN,Indonesia,2005,2,1,2,OS&Pr,Oilseeds and products,3529077282,INDEX,1.0336,1,3529077282,3647524043,USD,-3.2473,-1.781384297,-118446760.2,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IDN,Indonesia,2005,4,1,4,Other,Other,3845867206,INDEX,0.9295,1,3845867206,3574560575,USD,7.5899,11.17803593,271306631.2,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IND,India,2005,5,1,5,AnPr,Animal products,26588822874,INDEX,1.5358,1,26588822874,40834939778,USD,-34.8871,-15.93977262,-14246116904,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IND,India,2005,7,1,7,F&V,Fruits and vegetables,15913414345,INDEX,1.2599,1,15913414345,20049678736,USD,-20.6301,-18.45369743,-4136264391,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IND,India,2005,3,1,3,GRN,Grains,32982768637,INDEX,1.1878,1,32982768637,39177197716,USD,-15.8113,-7.822696533,-6194429078,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IND,India,2005,3,1,3,OS&Pr,Oilseeds and products,7772913225,INDEX,0.9174,1,7772913225,7130652731,USD,9.007,14.69871815,642260493.1,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,IND,India,2005,2,1,2,Other,Other,11159086095,INDEX,0.9263,1,11159086095,10336940566,USD,7.9535,6.977470132,822145529.4,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ISL,Iceland,2005,7,1,7,AnPr,Animal products,194674529.1,INDEX,0.466,1,194674529.1,90714175.38,USD,114.6021,232.2311115,103960353.7,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ISR,Israel,2005,5,1,5,AnPr,Animal products,1355869917,INDEX,0.7904,1,1355869917,1071656070,USD,26.521,41.05853441,284213846.9,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ISR,Israel,2005,9,1,9,F&V,Fruits and vegetables,1867404946,INDEX,0.9963,1,1867404946,1860552060,USD,0.3683,1.047692056,6852885.883,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ISR,Israel,2005,1,1,1,GRN,Grains,35240121,INDEX,0.9184,1,35240121,32365500.95,USD,8.8817,8.881741267,2874620.054,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ISR,Israel,2005,1,1,1,OS&Pr,Oilseeds and products,32360249.65,INDEX,1,1,32360249.65,32360249.65,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,ISR,Israel,2005,2,1,2,Other,Other,187601465.7,INDEX,0.9954,1,187601465.7,186731547.3,USD,0.4659,1.421717788,869918.409,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,JPN,Japan,2005,5,1,5,AnPr,Animal products,19821338050,INDEX,0.6126,1,19821338050,12142879692,USD,63.2342,70.61701127,7678458358,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,JPN,Japan,2005,9,1,9,F&V,Fruits and vegetables,9759081114,INDEX,0.629,1,9759081114,6138657747,USD,58.9774,107.3589796,3620423367,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,JPN,Japan,2005,3,1,3,GRN,Grains,17795963185,INDEX,0.1998,1,17795963185,3555190523,USD,400.5629,199.7670903,14240772662,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,JPN,Japan,2005,1,1,1,OS&Pr,Oilseeds and products,236912862.3,INDEX,1,1,236912862.3,236912862.3,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,JPN,Japan,2005,1,1,1,Other,Other,633201652.4,INDEX,0.45,1,633201652.4,284910608.5,USD,122.2457,122.2457267,348291043.9,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,6,1,6,AnPr,Animal products,2451257380,INDEX,0.854,1,2451257380,2093442450,USD,17.0922,28.21423687,357814930.3,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,1,1,1,F&V,Fruits and vegetables,416174822.4,INDEX,1,1,416174822.4,416174822.4,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,4,1,4,GRN,Grains,1312426843,INDEX,0.9022,1,1312426843,1184107091,USD,10.8368,0.603457797,128319751.9,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,1,1,1,OS&Pr,Oilseeds and products,52737605.06,INDEX,1.034,1,52737605.06,54532524.32,USD,-3.2915,-3.291465576,-1794919.266,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,1,1,1,Other,Other,148866646.6,INDEX,0.9305,1,148866646.6,138515231.6,USD,7.4731,7.473123997,10351415.01,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KEN,Kenya,2005,3,1,3,F&V,Fruits and vegetables,411491781.7,INDEX,1.5537,1,411491781.7,639338167.8,USD,-35.6379,-41.36467288,-227846386.2,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KEN,Kenya,2005,2,1,2,GRN,Grains,107780997.5,INDEX,0.9877,1,107780997.5,106457402.7,USD,1.2433,-5.093226583,1323594.788,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KEN,Kenya,2005,4,1,4,Other,Other,228722187.7,INDEX,0.8881,1,228722187.7,203118621.1,USD,12.6052,3.815344661,25603566.56,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KOR,"Korea, Republic of",2005,5,1,5,AnPr,Animal products,8542571447,INDEX,0.553,1,8542571447,4723905233,USD,80.8371,87.15233846,3818666214,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KOR,"Korea, Republic of",2005,3,1,3,F&V,Fruits and vegetables,1882821326,INDEX,0.4514,1,1882821326,849865933.1,USD,121.5433,142.1736667,1032955393,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KOR,"Korea, Republic of",2005,2,1,2,GRN,Grains,8455879422,INDEX,0.3056,1,8455879422,2584338844,USD,227.197,275.4756969,5871540579,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,KOR,"Korea, Republic of",2005,1,1,1,OS&Pr,Oilseeds and products,480733287.3,INDEX,0.1123,1,480733287.3,53978533.53,USD,790.6009,790.6008665,426754753.8,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,LKA,Sri Lanka,2005,1,1,1,AnPr,Animal products,7225869.565,INDEX,0.964,1,7225869.565,6965402.174,USD,3.7394,3.739445115,260467.3913,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,LKA,Sri Lanka,2005,3,1,3,F&V,Fruits and vegetables,108813652.6,INDEX,0.5492,1,108813652.6,59764631.81,USD,82.0703,77.61786096,49049020.76,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,LKA,Sri Lanka,2005,2,1,2,GRN,Grains,432768742.7,INDEX,0.9437,1,432768742.7,408390697.2,USD,5.9693,180.3488556,24378045.44,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,LKA,Sri Lanka,2005,1,1,1,OS&Pr,Oilseeds and products,223365354.5,INDEX,1,1,223365354.5,223365354.5,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,LKA,Sri Lanka,2005,1,1,1,Other,Other,267066745,INDEX,1.1105,1,267066745,296575166.5,USD,-9.9497,-9.949727692,-29508421.46,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MEX,Mexico,2005,5,1,5,AnPr,Animal products,11800511027,INDEX,0.982,1,11800511027,11588057454,USD,1.8334,1.327060606,212453572.8,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MEX,Mexico,2005,2,1,2,F&V,Fruits and vegetables,1434622364,INDEX,0.9419,1,1434622364,1351277299,USD,6.1679,9.45285251,83345065.63,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MEX,Mexico,2005,5,1,5,GRN,Grains,3490649545,INDEX,0.9943,1,3490649545,3470667768,USD,0.5757,3.438675207,19981776.56,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MEX,Mexico,2005,1,1,1,OS&Pr,Oilseeds and products,40456741.63,INDEX,1,1,40456741.63,40456741.63,USD,0,0,0,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MEX,Mexico,2005,2,1,2,Other,Other,2196714773,INDEX,0.615,1,2196714773,1351076029,USD,62.59,41.48720326,845638744.2,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MLI,Mali,2005,2,1,2,AnPr,Animal products,488318448.3,INDEX,0.9935,1,488318448.3,485168247.4,USD,0.6493,1.043045389,3150200.859,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MLI,Mali,2005,3,1,3,GRN,Grains,667408014.7,INDEX,0.8718,1,667408014.7,581824535.9,USD,14.7095,10.83453616,85583478.75,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MLI,Mali,2005,1,1,1,OS&Pr,Oilseeds and products,139362518.9,INDEX,1.0312,1,139362518.9,143708878.1,USD,-3.0244,-3.024419465,-4346359.284,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MLI,Mali,2005,1,1,1,Other,Other,212657449.6,INDEX,0.6067,1,212657449.6,129018869.4,USD,64.8266,64.82662625,83638580.24,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MOZ,Mozambique,2005,1,1,1,F&V,Fruits and vegetables,307443940.8,INDEX,1.8186,1,307443940.8,559119969.9,USD,-45.0129,-45.01288501,-251676029.1,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MOZ,Mozambique,2005,2,1,2,GRN,Grains,159840381.5,INDEX,0.6415,1,159840381.5,102539080.2,USD,55.8824,28.12942173,57301301.29,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MOZ,Mozambique,2005,2,1,2,Other,Other,65544781.74,INDEX,0.9629,1,65544781.74,63112209.5,USD,3.8544,12.34847197,2432572.237,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MWI,Malawi,2005,1,1,1,GRN,Grains,215104462.3,INDEX,0.9737,1,215104462.3,209453010.3,USD,2.6982,2.698195645,5651452.002,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MWI,Malawi,2005,1,1,1,OS&Pr,Oilseeds and products,54315505.87,INDEX,0.8015,1,54315505.87,43535983.06,USD,24.76,24.7600308,10779522.81,[9]
COUNTRY_GROUP,Ag-Incentives Consortium (October 2018),Ag-Incentives Consortium,MWI,Malawi,2005,4,1,4,Other,Other,310026245.4,INDEX,1.3161,1,310026245.4,408039873,USD,-24.0206,-14.89191612,-98013627.58,[9]
